,internal_id,avg_hardness,avg_yield,Al,B,C,Cr,Cu,Fe,Mn,Mo,N,Nb,Ni,S,Si,Ti,V,lattice_constant,atomic_mass,atomic_radius,max_min_radius
2269,MINFM7643,243.5,735.0,0.0,0.0,0.28,0.8,0.0,98.6449,0.4,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.91257463,55.943633595,1.4036136000000001,0.75
2273,MINFM7745,286.0,797.5,0.0,0.0,0.48,0.8,0.0,96.7449,0.75,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.8962996299999997,55.0988831525,1.3833136,0.75
2274,MINFM8196,254.0,505.0,0.0,0.0,0.47,0.6,0.0,97.1099,0.6,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.88259813,54.971207065,1.3812785999999997,0.7
2277,MINFM8668,200.0,746.0,0.0,0.0,0.51,0.0,0.0,96.1849,0.7,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,2.93868363,54.66581729,1.3797586,0.7
2278,MINFM50302,302.0,713.0,0.0,0.0,0.07,1.0,0.0,93.6699,0.4,0.08,0.0,0.0,2.95,0.0,0.15,0.0,0.0,2.8696901300000004,54.90841187499999,1.3741035999999998,0.75
2279,MINFM8176,254.0,505.0,0.0,0.0,0.48,0.7,0.0,98.2199,0.7,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.92658213,55.69922178,1.3996885999999997,0.7
2280,MINFM8300,280.0,820.0,0.0,0.0,0.48,0.8,0.0,97.0949,0.7,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.8971746299999994,55.12296163,1.3853385999999999,0.7
2282,MINFM8708,302.5,817.5,0.0,0.0,0.38,0.7,0.0,95.1599,0.65,0.2,0.0,0.0,1.65,0.0,0.15,0.0,0.0,2.89512513,55.11120615749999,1.3806235999999996,0.75
2286,MINFM67138,96.0,275.0,0.0,0.0,0.05,0.5,0.0,97.4999,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.84653213,54.90770464,1.3776486,0.7
2288,MINFM53287,217.0,240.0,0.0,0.0,0.0,18.0,0.0,57.9249,0.0,3.0,0.1,0.0,11.0,0.0,0.0,0.0,0.0,2.66658363,51.055939105,1.2555986,0.7999999999999999
2289,MINFM8754,302.0,713.0,0.0,0.0,0.08,1.0,0.0,93.7699,0.45,0.08,0.0,0.0,3.0,0.0,0.15,0.0,0.0,2.87912213,55.022273667499995,1.3769486,0.75
2293,MINFM67152,118.5,415.0,0.0,0.001,0.05,2.75,0.0,94.3919,0.3,0.9,0.0,0.0,0.0,0.0,0.0,0.015,0.2,2.8516223300000005,55.28649995000001,1.3805051000000002,0.75
2294,MINFM53289,217.0,205.0,0.0,0.0,0.04,17.0,0.0,65.9749,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.70130763,50.970230185000005,1.2834286,0.7
2297,MINFM67328,179.0,205.0,0.0,0.0,0.0,8.0,0.0,87.0999,0.3,0.9,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2.79876213,53.899115040000005,1.3513985999999998,0.34999999999999987
2300,MINFM53318,225.0,415.0,0.0,0.0,0.0,28.0,0.0,61.6549,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68929563,52.443926905,1.3073685999999998,0.050000000000000044
2301,MINFM53313,187.0,275.0,0.0,0.0,0.0,25.0,0.0,68.2149,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2.70304263,51.859639095000006,1.3166086,0.050000000000000044
2304,MINFM7454,85.0,275.0,0.0,0.0,0.0,24.0,0.0,48.3449,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.74749863,50.629019405,1.2693286000000001,0.04999999999999982
2305,MINFM66217,217.0,205.0,0.0,0.0,0.04,24.0,0.0,49.0749,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.76987763,51.041492184999996,1.2798285999999999,0.7
2306,MINFM66218,217.0,240.0,0.0,0.0,0.0,24.0,0.0,45.2699,0.0,2.0,0.1,0.0,21.0,0.0,0.0,0.0,0.0,2.79668513,52.018460355,1.2829286,0.7999999999999999
2308,MINFM7483,74.5,205.0,0.0,0.0,0.0,16.0,0.0,62.0449,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.65648863,50.756490404999994,1.2566286,0.09999999999999987
2309,MINFM67489,103.5,102.5,0.1,0.0,0.0,11.5,0.0,83.5499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7331321299999995,52.664974693599994,1.3319485999999998,0.1499999999999999
2310,MINFM67554,95.0,120.0,0.0,0.0,0.0,16.0,0.0,78.5799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7160431299999996,52.20232115499999,1.3241185999999998,0.0
2311,MINFM51133,81.5,102.5,0.0,0.0,0.0,0.0,0.0,98.5899,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86509013,55.277281835000004,1.3858586,0.0
2312,MINFM51154,95.0,120.0,0.0,0.0,0.0,0.0,0.0,98.5899,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85531113,55.216849985500005,1.3843185999999998,0.0
2313,MINFM67312,217.0,200.0,0.0,0.0,0.08,14.0,0.0,63.1349,1.5,1.0,0.0,0.0,14.0,0.0,0.3,0.3,0.0,2.90081763,52.77515164,1.3124486,0.75
2316,MINFM66258,80.0,205.0,0.0,0.0,0.0,12.0,0.0,84.3699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76701613,53.35590265500001,1.3491786,0.0
2320,MINFM52211,163.0,102.5,0.0,0.0,0.0,1.9,0.0,94.9749,0.3,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8345746300000005,55.02615094,1.3730635999999998,0.050000000000000044
2322,MINFM67327,163.0,205.0,0.0,0.0,0.0,4.0,0.0,92.0799,0.3,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7987381300000003,54.09840829,1.3558435999999998,0.050000000000000044
2324,MINFM67339,192.0,205.0,0.0,0.0,0.04,22.0,0.0,57.3249,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.7026526300000002,50.500244685,1.2728286,0.7
2326,MINFM67335,192.0,170.0,0.0,0.0,0.0,18.0,0.0,64.1449,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.64095863,49.876489405,1.2580285999999998,0.04999999999999982
2333,MINFM67342,192.0,205.0,0.0,0.0,0.0,24.0,0.0,47.3449,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.71879863,50.070569405,1.2553286,0.04999999999999982
2334,MINFM67355,192.0,205.0,0.0,0.0,0.04,17.0,0.0,64.0799,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.64692113,49.911967435,1.2568985999999998,0.7
2338,MINFM52255,192.0,205.0,0.0,0.0,0.0,16.0,0.0,62.0999,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.6932671299999997,51.374139154999995,1.2708985999999998,0.09999999999999987
2344,MINFM52316,201.0,102.5,0.0,0.0,0.0,0.0,0.0,94.4149,0.3,0.44,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.7583826300000003,53.35507929,1.3340386,0.34999999999999987
2346,MINFM52082,108.5,157.5,0.0,0.0,0.0,8.0,0.0,87.0899,0.3,0.9,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2.79847513,53.89353054,1.3512585999999998,0.34999999999999987
2348,MINFM66201,201.0,205.0,0.0,0.0,0.04,18.0,0.0,66.5749,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.71212763,51.238327185,1.2923285999999998,0.7
2352,MINFM67411,120.0,250.0,0.0,0.0,0.0,28.0,0.0,63.4399,0.0,1.8,0.0,0.15,3.0,0.0,0.0,0.0,0.0,2.79437513,53.614001724999994,1.3489335999999998,0.09999999999999987
2353,MINFM66212,217.0,205.0,0.0,0.0,0.0,22.0,0.0,57.0949,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.69462363,50.366996905,1.2693286,0.04999999999999982
2354,MINFM52201,163.0,110.0,0.0,0.0,0.05,0.8,0.0,96.7899,0.3,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8432251300000004,55.06124394000001,1.3771886,0.75
2355,MINFM66243,293.0,450.0,0.0,0.0,0.0,24.0,0.0,62.6949,0.0,1.2,0.14,0.0,5.5,0.0,0.0,0.0,0.0,2.72759823,51.890057285,1.3062885999999998,0.7999999999999999
2361,MINFM53221,346.0,861.5,0.0,0.0,0.37,0.65,0.0,94.9599,0.6,0.2,0.0,0.0,1.55,0.0,0.15,0.0,0.0,2.87962313,54.886154614999995,1.3750036,0.75
2362,MINFM54834,295.0,620.0,0.0,0.0,0.0,11.5,0.0,77.9899,0.5,0.4,0.0,0.0,3.5,0.0,0.0,0.0,0.0,2.7497601300000003,52.245730380000005,1.3129085999999999,0.09999999999999987
2363,MINFM52346,192.0,207.0,0.0,0.0,0.0,0.0,0.0,65.9299,0.0,0.0,0.0,0.0,18.0,0.0,8.0,0.0,0.0,2.96018813,49.63020465500001,1.2540186,0.2999999999999998
2367,MINFM53204,335.0,861.5,0.0,0.0,0.36,0.8,0.0,96.3099,0.45,0.5,0.0,0.0,0.0,0.0,0.15,0.0,0.25,2.87143613,55.1398741775,1.3806336,0.75
2368,MINFM50882,264.0,345.0,0.0,0.0005,0.1,0.4,0.15,95.5439,0.6,0.4,0.0,0.0,0.7,0.0,0.15,0.0,0.03,2.8622895799999997,54.85351188,1.3716488499999997,0.75
2369,MINFM50906,264.0,345.0,0.0,0.001,0.12,0.85,0.0,95.3649,0.45,0.45,0.0,0.0,1.2,0.0,0.2,0.0,0.0,2.8731039300000005,55.1524592075,1.3790820999999998,0.75
2382,MINFM52705,120.5,155.0,0.0,0.0,0.0,25.0,0.0,68.6399,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.7194901299999996,52.146261155,1.3246335999999999,0.050000000000000044
2384,MINFM67017,310.0,550.0,0.0,0.0,0.0,24.0,0.0,58.1219,0.0,3.0,0.24,0.0,6.0,0.0,0.0,0.0,0.0,2.67469213,51.370659135,1.2757665999999999,0.7999999999999999
2385,MINFM67007,190.0,240.0,0.0,0.0,0.0,14.0,0.0,81.5599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74396913,52.826580155,1.3378385999999998,0.0
2386,MINFM51302,290.0,485.0,0.0,0.0,0.0,26.0,0.0,60.2749,0.0,1.0,0.15,0.0,3.5,0.0,0.0,0.0,0.0,2.63944813,50.214182955,1.2705736,0.7999999999999999
