,internal_id,avg_hardness,avg_yield,Al,B,C,Cr,Cu,Fe,Mn,Mo,N,Nb,Ni,S,Si,Ti,V,youngs_modulus,lattice_constant,melting_point,specific_heat,atomic_mass,CTE,electrical_resistivity,atomic_radius,density_of_solid,poissons_ratio,max_min_radius
417,MINFM8394,268.5,722.5,0.0,0.0,0.18,0.4,0.0,98.4449,0.7,0.15,0.0,0.0,0.4,0.0,0.15,0.0,0.0,211.58473899999998,2.93249463,1819.6622919999998,0.445884707,56.011536230000004,1.1865478200000002e-05,1.6274034e-06,1.4041136,7891.029026,0.28803521,0.75
418,MINFM8423,268.5,722.5,0.0,0.0,0.17,0.35,0.0,96.8199,0.6,0.15,0.0,0.0,0.35,0.0,0.15,0.0,0.0,207.71848899999998,2.8734101300000003,1786.4552919999999,0.437672357,54.992571115000004,1.1642168200000002e-05,1.6232389e-06,1.3785185999999998,7747.355825999999,0.28306271,0.75
421,MINFM66664,192.0,205.0,0.0,0.0,0.0,18.0,0.0,65.8449,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,205.15273899999997,2.68974863,1711.9557919999997,0.414972907,50.825854405,9.723698200000001e-06,9.446489999999999e-08,1.2818285999999999,7182.467425999999,0.25355021,0.04999999999999982
423,MINFM66672,321.0,517.5,0.0,0.0,0.0,17.0,0.0,67.6499,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,206.171289,2.71275213,1723.290192,0.418089057,51.313895654999996,9.8876882e-06,9.49999e-08,1.2930986,7253.193126,0.25668471,0.04999999999999982
429,MINFM66698,192.0,205.0,0.0,0.0,0.0,17.0,0.0,65.8449,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,204.36273899999998,2.6961486299999997,1707.9157919999998,0.414522907,50.892827405,9.808698200000001e-06,9.391489999999999e-08,1.2813286,7200.1474259999995,0.25455021,0.04999999999999982
433,MINFM66141,297.0,485.0,0.0,0.0,0.0,26.0,0.0,60.8749,0.0,1.0,0.15,0.0,3.5,0.0,0.0,0.0,0.0,211.276039,2.65666813,1743.8231269999999,0.414570807,50.549252955,8.9742382e-06,9.69649e-08,1.2789736,7064.269626,0.24508720999999997,0.7999999999999999
434,MINFM66104,230.0,415.0,0.0,0.0,0.0,23.0,0.0,43.2299,5.0,4.0,0.4,0.0,16.0,0.0,0.0,0.0,0.0,210.445089,3.05295413,1739.359752,0.408518457,52.132313705,9.6491282e-06,1.581599e-07,1.2738185999999998,7256.102326,0.23566670999999997,0.7999999999999999
444,MINFM66163,270.5,385.0,0.0,0.0,0.0,20.0,0.0,41.3999,0.0,6.7,0.18,0.0,23.5,0.0,0.0,0.0,0.0,212.196789,2.80969733,1773.864114,0.40192355700000004,53.765135215,9.335788200000002e-06,8.740489999999999e-08,1.2751686,7469.968126,0.25567971,0.7999999999999999
448,MINFM66319,352.0,965.0,0.75,0.0,0.0,16.0,0.0,70.5899,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,207.109689,2.7459051299999997,1736.2566419999998,0.42633825699999994,51.7577381945,1.0157858200000001e-05,9.57924e-08,1.3093835999999999,7299.918726,0.26108570999999997,0.1499999999999999
449,MINFM66346,259.0,585.0,0.9,0.0,0.0,12.25,0.0,74.0219,0.0,2.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,212.57370899999998,2.84067853,1794.8924519999998,0.434042017,54.270691152400005,1.06437342e-05,9.632239999999999e-08,1.3493065999999998,7601.134405999999,0.27298850999999996,0.19999999999999996
451,MINFM66362,165.5,1000.0,0.0,0.0,0.0,11.0,1.5,72.4299,0.0,0.0,0.0,0.0,7.5,0.0,0.0,1.0,0.0,201.62708899999998,2.74318813,1712.9615919999999,0.41877445699999993,52.001913655,1.04242282e-05,9.60579e-08,1.3035186,7335.500325999999,0.26469671,0.04999999999999982
452,MINFM53981,255.0,330.0,0.0,0.0,0.0,15.0,0.0,69.5999,7.0,0.0,0.15,0.0,1.5,0.0,0.0,0.0,0.0,205.56578900000002,3.1106756300000002,1710.041127,0.42156255700000006,51.414553355,1.06677882e-05,1.905299e-07,1.3036236,7207.816126,0.23798971000000002,0.7499999999999999
453,MINFM54238,201.0,205.0,0.0,0.22,0.0,18.0,0.0,61.7049,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,204.417339,2.73093663,1711.8051919999998,0.41660770700000005,50.885391605,9.7843782e-06,2200000000.0,1.2797386,7218.215826,0.25394421,0.5499999999999999
454,MINFM55347,363.0,1280.0,0.0,0.0,0.0,11.0,1.5,72.9199,0.0,0.0,0.0,0.0,7.5,0.0,0.0,1.0,0.0,202.66098899999997,2.7572511299999998,1721.8207919999998,0.4209451569999999,52.275554154999995,1.04820482e-05,9.654789999999999e-08,1.3103786,7374.082925999999,0.26611770999999995,0.04999999999999982
464,MINFM54246,217.0,205.0,0.0,1.0,0.0,18.0,0.0,60.7549,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,202.412839,2.77176563,1714.698592,0.42039420699999996,50.439189905000006,9.7190782e-06,10000000000.0,1.2730685999999998,7162.600826,0.25118921,0.5499999999999999
465,MINFM54253,241.0,205.0,0.0,1.75,0.0,18.0,0.0,59.7449,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,200.281739,2.80825363,1715.7352919999998,0.423607407,49.956237905,9.644898200000001e-06,17500000000.0,1.2653036,7101.523426,0.24826020999999998,0.5499999999999999
466,MINFM53997,201.0,205.0,0.0,0.0,0.0,17.0,0.0,68.0249,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,206.962539,2.72351463,1730.070192,0.419750307,51.523314404999994,9.931938200000001e-06,9.53749e-08,1.2983486,7282.720626,0.25777221,0.04999999999999982
467,MINFM7405,90.0,290.0,0.0,0.0,0.0,18.0,0.0,66.4349,0.0,0.0,0.1,0.0,8.0,0.0,0.0,0.0,0.0,206.397639,2.71072063,1722.686282,0.417586607,51.169346605,9.7933182e-06,9.50549e-08,1.2907385999999998,7228.924026,0.25526120999999996,0.7499999999999999
480,MINFM53152,155.0,335.0,0.0,0.0,0.0,15.5,2.5,72.2649,0.0,0.0,0.0,0.15,3.6,0.0,0.0,0.0,0.0,206.331439,2.74232263,1736.861892,0.421748507,52.25670087500001,1.01926082e-05,9.519989999999999e-08,1.3132335999999998,7353.3812259999995,0.26237821,0.09999999999999987
481,MINFM26425,67.5,185.0,0.0,0.0,0.0,0.0,0.0,97.8199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.399989,2.80743113,1768.583792,0.433342157,54.627523155000006,1.1542748200000002e-05,9.781989999999999e-08,1.3694785999999999,7702.338925999999,0.28367770999999997,0.0
482,MINFM21830,103.0,215.0,0.0,0.0,0.0,0.0,0.0,98.1799,0.9,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,208.941589,2.91871313,1789.517592,0.440693957,55.38713756,1.1780528200000002e-05,2e+20,1.3891185999999998,7801.835325999999,0.28472171,0.3999999999999999
483,MINFM21837,103.0,215.0,0.0,0.0,0.0,0.0,0.0,98.1299,0.9,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,208.83608900000002,2.92251313,1788.806592,0.440838457,55.375247560000005,1.1774628200000002e-05,2.4999999999999997e+20,1.3889185999999998,7798.878326,0.28457671,0.3999999999999999
485,MINFM21704,176.5,140.0,0.0,0.0,0.36,0.0,0.0,98.5599,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.14938899999999,2.89486113,1804.8169919999998,0.442041957,55.413642945,1.1785828200000001e-05,1.431999e-07,1.3907585999999998,7813.587726,0.28582370999999995,0.7
510,MINFM27919,165.5,735.0,0.0,0.0,0.34,1.3,0.0,96.0099,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,207.271889,2.8860321300000003,1797.917992,0.44254625699999994,54.77918347000001,1.1508108200000001e-05,1.01359809e-05,1.3799185999999999,7706.057325999999,0.28115871,0.7
512,MINFM27949,86.0,255.0,0.0,0.0,0.1,0.7,0.0,96.7899,0.4,0.4,0.0,0.0,0.0,0.0,0.15,0.0,0.0,208.35818899999998,2.8579051300000002,1788.8438919999999,0.436872757,55.073943485,1.1572508200000002e-05,1.6136588999999999e-06,1.3786086,7747.978726,0.28340071,0.75
513,MINFM48286,132.5,380.0,0.0,0.0,0.57,0.0,0.0,97.2199,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,206.194489,2.8631551299999995,1789.6192919999996,0.43817635699999996,54.67773261999999,1.16248182e-05,1.6614199e-06,1.3737185999999997,7708.8618259999985,0.28193770999999995,0.7
518,MINFM47665,92.5,305.0,0.0,0.0,0.0,0.0,0.0,96.5699,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,203.77823899999999,2.77205113,1746.394942,0.427844857,53.943396612,1.1396343200000002e-05,9.65927e-08,1.3521960999999998,7605.199426,0.28011271,0.050000000000000044
519,MINFM27915,142.5,588.0,0.9,0.0,0.28,1.3,0.0,95.0799,0.5,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,205.94548899999998,2.8663601299999995,1776.2781919999995,0.44121885699999996,54.3722188374,1.1623828200000002e-05,1.8321739000000002e-06,1.3713985999999998,7651.369925999999,0.28161170999999996,0.7
520,MINFM27517,126.5,345.0,0.0,0.0,0.52,0.0,0.0,97.2699,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,206.299989,2.86280513,1788.613292,0.438042357,54.69964977,1.1627168200000002e-05,1.6564699e-06,1.3740686,7711.665325999999,0.28208271,0.7
534,MINFM28207,84.5,132.5,0.0,0.0,0.08,2.0,0.0,94.9799,0.4,0.9,0.0,0.0,0.0,0.0,0.15,0.0,0.0,209.811089,2.8584341299999996,1797.4950919999997,0.436311257,55.216396145,1.14452082e-05,1.6117749e-06,1.3785785999999998,7749.225925999999,0.28243171,0.75
535,MINFM28209,134.0,590.0,0.0,0.0,0.2,1.1,0.0,96.0299,0.5,0.55,0.0,0.0,0.0,0.0,0.17,0.0,0.15,208.763489,2.87041413,1796.8716919999997,0.43789055699999996,55.150393980000004,1.15515482e-05,1.8252294000000003e-06,1.3800885999999997,7751.484326,0.28305671,0.75
536,MINFM27835,269.0,685.0,0.0,0.0,0.17,1.0,0.0,96.8299,0.8,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.0,208.811389,2.89541813,1794.2488919999998,0.44026545699999997,55.121433355,1.16684582e-05,1.8267799000000002e-06,1.3844385999999997,7765.1640259999995,0.28303470999999997,0.7
544,MINFM49150,150.0,685.0,0.0,0.0,0.3,0.7,0.0,93.5799,0.5,0.25,0.0,0.0,2.75,0.0,0.15,0.0,0.0,206.78958899999998,2.8738831299999994,1783.0940919999998,0.43635745699999995,54.83043693,1.1590928200000001e-05,1.6337864000000001e-06,1.3714186,7736.777325999999,0.28215170999999994,0.75
546,MINFM49059,142.5,588.0,0.0,0.0,0.32,0.5,0.0,95.8599,0.35,0.0,0.0,0.0,1.2,0.0,0.17,0.0,0.0,206.83228899999997,2.85958913,1784.9035919999997,0.437555157,54.7757252025,1.15998582e-05,1.8343989000000004e-06,1.3742485999999996,7727.964926,0.28276370999999995,0.7
561,MINFM28764,127.5,196.0,0.0,0.0,0.05,7.0,0.0,68.3499,17.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.45,199.746789,3.71924213,1673.043692,0.423590557,51.934352155,1.2169138200000002e-05,2.8282149000000006e-06,1.3093236,7237.424626,0.21612970999999997,0.75
576,MINFM47974,100.0,215.0,0.0,0.0,0.12,0.0,0.0,97.8299,0.35,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,207.184589,2.85126213,1781.1825919999997,0.43696365699999995,54.88193190249999,1.1632298200000002e-05,1.6148699e-06,1.3770085999999997,7735.486725999998,0.28370671,0.7
579,MINFM48072,101.0,285.0,0.0,0.0,0.32,0.0,0.0,97.4699,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,206.721989,2.86140513,1784.5892919999997,0.437506357,54.787318369999994,1.16365682e-05,1.6366699e-06,1.3754685999999996,7722.879325999999,0.28266271,0.7
581,MINFM47554,163.0,255.0,0.0,0.0,0.0,0.0,0.0,99.5699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.092489,2.85765613,1800.223792,0.441094657,55.604810655,1.1749248200000002e-05,9.956989999999999e-08,1.3939785999999998,7840.1339259999995,0.28875270999999997,0.0
582,MINFM47567,166.0,242.5,0.0,0.0,0.0,0.0,0.0,97.7499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.252289,2.8054221299999997,1767.3181919999997,0.43303205699999997,54.588431655,1.1534488200000002e-05,9.774989999999998e-08,1.3684986,7696.827125999999,0.28347470999999996,0.0
586,MINFM47822,269.0,460.0,0.0,0.0,0.0,0.0,0.0,99.2449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.406739,2.84832863,1794.3477919999998,0.439654907,55.423314405,1.1710898200000001e-05,9.924489999999998e-08,1.3894285999999998,7814.543425999999,0.28781021,0.0
588,MINFM2712,75.0,210.0,0.0,0.0,0.0,0.0,0.0,72.3599,6.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,189.49938899999998,3.14112913,1640.0669919999998,0.41639435699999994,51.310586855,1.1500468200000002e-05,2.0167399900000005e-05,1.2810385999999998,7261.378525999999,0.24704370999999997,0.2999999999999998
596,MINFM49046,300.0,735.0,0.0,0.0,0.19,0.8,0.0,95.6199,0.7,0.0,0.0,0.0,1.3,0.0,0.17,0.0,0.0,208.05588899999998,2.8913351300000003,1789.0238919999997,0.439144157,55.033048150000006,1.16663582e-05,1.8266519000000002e-06,1.3804286000000001,7762.593226,0.28300770999999997,0.7
603,MINFM32740,180.0,220.0,0.0,0.0,0.0,10.5,0.0,84.3649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.304939,2.7236726300000003,1748.967392,0.424976507,52.573168905,1.0469558200000002e-05,9.76999e-08,1.3281086,7392.592226,0.26670821,0.0
608,MINFM48438,165.5,686.0,0.0,0.0,0.36,0.0,0.0,96.9199,1.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.07,207.63108899999997,2.93806213,1792.8552919999997,0.440463757,55.07001464999999,1.17973882e-05,1.6546599e-06,1.3829935999999998,7759.456125999999,0.28132671,0.7
609,MINFM48450,146.0,490.0,0.0,0.0,0.58,0.0,0.0,95.4399,0.65,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,203.37018899999998,2.8990661299999996,1782.8148919999996,0.440568057,54.14645400749999,1.14831382e-05,1.5162799900000002e-05,1.3658185999999999,7611.591325999999,0.27677570999999995,0.7
616,MINFM27751,112.5,441.0,0.0,0.0,0.9,1.3,0.0,95.2929,0.3,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,205.35951899999998,2.83929123,1792.041132,0.437376047,54.20730799,1.14411622e-05,1.6912639000000001e-06,1.3644505999999998,7642.490946,0.27907941,0.7
620,MINFM48510,126.5,373.0,0.0,0.0,0.5,1.0,0.0,96.5199,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,207.50748900000002,2.86936613,1795.589292,0.43945765700000006,54.79837113000001,1.1586248200000004e-05,1.6549899e-06,1.3774285999999998,7723.556926000001,0.28200770999999997,0.7
624,MINFM48495,111.5,475.5,0.0,0.0,0.35,0.8,0.0,97.2399,0.5,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,208.478089,2.88000113,1798.9534919999999,0.440745357,55.08406398000001,1.1651278200000001e-05,1.8404559000000003e-06,1.3838785999999998,7763.035226,0.28367571,0.7
642,MINFM48848,105.5,390.0,0.0,0.0,0.25,1.5,0.0,95.9299,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.2,207.91358900000003,2.8639481300000003,1790.3420919999999,0.438476457,54.800722379999996,1.1540178200000001e-05,1.6304349e-06,1.3771186,7719.352825999999,0.28208671,0.7
644,MINFM49473,125.0,294.0,0.0,0.0,0.0,17.0,0.0,62.6349,7.0,0.0,0.1,0.0,4.0,0.0,0.0,0.0,0.0,201.449639,3.05436063,1669.8322819999999,0.411542607,50.025202755,1.02789182e-05,1.8790490000000002e-07,1.2675386,7024.8920259999995,0.22974121,0.7499999999999999
655,MINFM7335,93.5,585.0,0.0,0.0,0.43,0.0,0.0,97.7499,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.925289,2.9407881299999996,1804.2236919999998,0.442528857,55.3817412725,1.1857968200000001e-05,1.6018989999999996e-07,1.3904086,7807.420225999999,0.28347470999999996,0.7
657,MINFM7433,85.0,275.0,0.0,0.0,0.0,22.0,0.0,57.7249,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,207.17953899999998,2.71270463,1719.386192,0.416241307,50.718820405,9.4975382e-06,9.430489999999999e-08,1.2781485999999997,7185.018626,0.25080221,0.04999999999999982
658,MINFM7390,74.5,235.0,0.0,0.0,0.0,18.0,0.0,66.7449,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,207.051739,2.71557863,1728.227792,0.418959907,51.328459405000004,9.829898200000002e-06,9.536489999999999e-08,1.2944285999999998,7253.333426,0.25616021,0.04999999999999982
664,MINFM7480,71.5,240.0,0.0,0.0,0.0,17.0,0.0,61.2199,0.0,1.75,0.0,0.0,12.0,0.0,0.0,0.0,0.0,206.361489,2.7241361299999998,1726.650792,0.411716657,51.749748155,9.7489482e-06,9.241239999999999e-08,1.2824536,7283.114926,0.25586271,0.09999999999999987
665,MINFM7520,80.0,240.0,0.0,0.0,0.0,17.0,0.0,64.0949,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,200.67023899999998,2.64592363,1676.275792,0.40677040699999994,49.915539905,9.6021982e-06,9.216489999999999e-08,1.2568285999999997,7062.3524259999995,0.24947520999999998,0.04999999999999982
670,MINFM6782,55.5,205.0,0.0,0.0,0.13,0.0,0.0,98.8549,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.77183899999997,2.89511663,1801.364592,0.441713507,55.550761085,1.18043082e-05,1.2049489999999998e-07,1.3932785999999997,7831.601925999999,0.28667920999999996,0.7
671,MINFM6765,47.5,185.0,0.0,0.0,0.1,0.0,0.0,99.1849,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.87413899999999,2.87684663,1801.6339919999998,0.441531107,55.56663224,1.1776018200000001e-05,1.1350489999999998e-07,1.3934885999999997,7834.496025999999,0.28763621,0.7
674,MINFM6788,58.0,220.0,0.0,0.0,0.15,0.0,0.0,98.8349,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.729639,2.8952566300000004,1801.766992,0.441767107,55.541994225,1.1803368200000002e-05,1.224749e-07,1.3931386,7830.480526,0.28662121,0.7
688,MINFM7024,89.5,372.0,0.0,0.0,0.55,0.0,0.0,98.3749,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.75903899999997,2.8963346299999997,1808.7301919999998,0.44257330699999997,55.333150024999995,1.17774882e-05,1.620149e-07,1.3894985999999998,7803.3281259999985,0.28528720999999996,0.7
694,MINFM6952,81.5,310.0,0.0,0.0,0.43,0.0,0.0,98.8099,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.08288899999997,2.87786513,1807.4599919999998,0.442216157,55.3968488,1.1755198200000002e-05,1.461299e-07,1.3905485999999998,7812.449625999999,0.28654871,0.7
700,MINFM7245,83.5,345.0,0.0,0.0,0.4,0.0,0.0,97.4999,1.35,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,208.397789,2.95767013,1799.4840919999997,0.442964857,55.3154815625,1.1826338200000001e-05,2.3999999999999997e+20,1.3890985999999999,7791.759125999999,0.28274971,0.7
705,MINFM67222,223.0,205.0,0.0,0.0,0.0,18.0,0.0,66.3449,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,206.20773899999998,2.70409863,1720.995792,0.41718790699999997,51.105079405,9.7826982e-06,9.496489999999999e-08,1.2888286,7221.837425999999,0.25500020999999995,0.04999999999999982
707,MINFM67294,192.0,205.0,0.0,0.0,0.0,17.0,0.0,64.8449,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,205.252739,2.7202486299999995,1715.7257919999997,0.41673790699999996,51.214778405,9.8916982e-06,9.39949e-08,1.2875785999999998,7255.027426,0.25630021,0.04999999999999982
719,MINFM7974,80.0,310.0,0.0,0.0,0.0,18.0,0.0,74.7299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.90008899999998,2.6631481299999997,1734.516592,0.418893457,51.092210655,9.7001282e-06,9.75899e-08,1.2982186,7169.432325999999,0.25451671,0.0
720,MINFM8082,294.0,827.5,0.0,0.0,0.17,0.0,0.0,94.5199,0.4,0.2,0.0,0.0,3.2,0.0,0.15,0.0,0.0,207.35748900000002,2.8814351300000003,1785.0182919999997,0.437572357,55.137005575,1.1694518200000002e-05,1.6196939000000002e-06,1.3778186,7785.341826,0.28464771,0.75
722,MINFM8124,265.5,325.0,0.0,0.0,0.17,0.6,0.0,97.4199,0.6,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,208.48848899999996,2.8807851299999996,1792.2522919999997,0.439623357,55.108294465,1.1671118200000002e-05,1.6238219e-06,1.3835185999999997,7765.851825999999,0.28377770999999996,0.7
723,MINFM50477,155.5,860.0,0.0,0.0,0.0,14.0,2.5,71.4599,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,200.09038900000002,2.6675491300000003,1684.519992,0.41001735699999997,50.829154155000005,9.999768200000001e-06,9.21899e-08,1.2774386,7161.132526,0.25598371,0.04999999999999982
724,MINFM67303,192.0,205.0,0.0,0.0,0.0,18.0,0.0,66.2349,0.0,0.0,0.1,0.0,8.0,0.0,0.0,0.0,0.0,205.97563899999997,2.70498063,1719.070282,0.416700607,51.057656605,9.7697182e-06,9.485489999999999e-08,1.2879385999999997,7213.176025999999,0.25468121,0.7499999999999999
733,MINFM66676,192.0,205.0,0.0,0.0,0.0,17.0,0.0,67.2399,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,205.30618900000002,2.7009851300000003,1715.877392,0.41627275700000005,51.08493115500001,9.839308200000001e-06,9.45899e-08,1.2873586,7220.909726,0.25549571000000004,0.04999999999999982
736,MINFM66143,192.0,275.0,0.0,0.0,0.0,16.0,0.0,79.8099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.03888899999998,2.7513441299999997,1783.7629919999997,0.43163785699999996,52.889214654999996,1.02015682e-05,1.0012989999999999e-07,1.3413385999999998,7426.631525999999,0.26504870999999997,0.0
737,MINFM7827,130.0,655.0,0.0,0.0,0.0,15.0,0.0,78.2299,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,209.415089,2.72119813,1755.4715919999999,0.425295957,52.220570155,1.01336282e-05,9.817989999999999e-08,1.3220935999999999,7342.172326,0.26224171,0.04999999999999982
739,MINFM67515,103.5,107.5,0.0,0.0,0.0,11.5,0.0,85.2799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.025589,2.77873313,1786.8105919999998,0.433909957,53.604111655,1.06265282e-05,9.988489999999999e-08,1.3549186,7536.039326,0.27146170999999997,0.0
743,MINFM66330,388.0,1170.0,0.0,0.0,0.0,14.0,2.5,72.3599,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,201.989389,2.6933791300000003,1700.791992,0.41400435699999993,51.331759155,1.01059682e-05,9.308989999999999e-08,1.2900385999999997,7231.998525999999,0.25859371,0.04999999999999982
745,MINFM66323,341.0,1070.0,0.0,0.0,0.1,15.0,0.0,73.6499,0.5,2.5,0.006999999999999999,0.0,4.0,0.0,0.0,0.0,0.0,214.46628900000002,2.81360486,1803.7896222999998,0.426560057,53.963119049,1.0197288200000002e-05,1.1415490000000001e-07,1.3390941,7523.130126,0.26523471,0.7999999999999999
746,MINFM66328,302.0,515.0,0.0,0.0,0.0,16.0,0.0,71.2499,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.4,0.0,207.44128899999998,2.7286721299999996,1740.290192,0.422389057,51.821954655,1.00298882e-05,9.748989999999999e-08,1.3080986,7305.125126,0.26010471,0.04999999999999982
752,MINFM66354,363.0,1285.0,0.0,0.0,0.0,11.0,1.5,72.0399,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.9,0.0,200.68818899999997,2.72904513,1703.9773919999998,0.416523757,51.736251155000005,1.0369608200000002e-05,9.52679e-08,1.2966586,7300.284726,0.26324571,0.04999999999999982
762,MINFM66409,176.0,760.0,0.0,0.0,0.27,11.0,0.0,81.9799,0.95,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,214.029589,2.84850713,1817.7920919999997,0.430547157,54.5559694725,1.0574748200000002e-05,1.384049e-07,1.3558586,7586.803226,0.26933171,0.75
769,MINFM55111,87.0,205.0,0.0,0.0,0.0,0.0,0.0,98.5499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.94028899999998,2.8283821299999996,1781.7821919999997,0.43657605699999996,55.035191655,1.16288882e-05,9.854989999999997e-08,1.3796985999999998,7759.819125999999,0.28579470999999995,0.0
771,MINFM55125,103.5,345.0,0.0,0.0,0.0,0.0,0.0,99.9199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.830989,2.86770113,1806.5517919999998,0.442645157,55.800268155,1.1790548200000001e-05,9.991989999999998e-08,1.3988785999999998,7867.692926,0.28976770999999996,0.0
777,MINFM54005,201.0,205.0,0.0,0.0,0.0,18.0,0.0,66.4949,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,206.524239,2.7084036300000003,1723.707792,0.417852407,51.188846905000005,9.800398200000001e-06,9.51149e-08,1.2909286,7233.648426,0.25543520999999997,0.04999999999999982
786,MINFM21809,191.0,177.5,0.0,0.0,0.24,0.0,0.0,97.9799,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.311589,2.93616113,1800.3655919999997,0.441958357,55.45989542,1.18607682e-05,1.406999e-07,1.3915985999999998,7817.488125999999,0.28414171,0.7
787,MINFM21953,203.5,450.0,0.0,0.0,0.32,0.0,0.0,97.3899,1.3,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,208.066689,2.93464813,1793.217592,0.44079185699999995,55.17849648,1.1796828200000002e-05,1.1999999999999998e+20,1.3850985999999998,7775.197125999999,0.28243071,0.7
792,MINFM21886,251.5,620.0,0.0,0.0,0.32,0.0,0.0,97.2699,1.3,0.22,0.0,0.0,0.0,0.15,0.0,0.0,0.0,208.53728900000002,2.94127513,1797.5217919999998,0.441032057,55.33216998,1.1793228200000002e-05,1.4999999999999997e+20,1.3869086000000002,7788.952326,0.28276471000000003,0.75
794,MINFM21753,251.5,492.5,0.0,0.0,0.5,0.0,0.0,98.4999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.82478899999998,2.8892471299999998,1807.5631919999996,0.442294557,55.34201288,1.1766988200000001e-05,1.5569989999999998e-07,1.3894985999999998,7804.567126,0.28564970999999995,0.7
800,MINFM21789,193.0,177.5,0.0,0.0,0.32,0.0,0.0,98.1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.18178899999998,2.9186611300000003,1802.848192,0.442070757,55.427548845000004,1.1827308200000001e-05,1.445999e-07,1.3910386,7814.214525999999,0.28477970999999996,0.7
